x1,x2,NN Output
-5.0,-5.0,195.34192
-4.898989898989899,-5.0,188.91231
-4.797979797979798,-5.0,182.44337
-4.696969696969697,-5.0,175.93155
-4.595959595959596,-5.0,169.37491
-4.494949494949495,-5.0,162.77261
-4.393939393939394,-5.0,156.12488
-4.292929292929293,-5.0,149.4327
-4.191919191919192,-5.0,142.69763
-4.090909090909091,-5.0,135.92151
-3.9898989898989896,-5.0,129.10701
-3.888888888888889,-5.0,122.257935
-3.787878787878788,-5.0,115.37994
-3.686868686868687,-5.0,108.48133
-3.5858585858585856,-5.0,101.573784
-3.484848484848485,-5.0,94.67274
-3.383838383838384,-5.0,87.797
-3.282828282828283,-5.0,80.96232
-3.1818181818181817,-5.0,74.15698
-3.080808080808081,-5.0,67.36973
-2.9797979797979797,-5.0,60.836697
-2.878787878787879,-5.0,55.037624
-2.7777777777777777,-5.0,50.040936
-2.676767676767677,-5.0,45.470695
-2.5757575757575757,-5.0,41.093777
-2.474747474747475,-5.0,36.9058
-2.3737373737373737,-5.0,32.946808
-2.272727272727273,-5.0,29.241236
-2.1717171717171717,-5.0,25.822895
-2.070707070707071,-5.0,22.749844
-1.9696969696969697,-5.0,20.080315
-1.868686868686869,-5.0,17.838396
-1.7676767676767677,-5.0,15.999886
-1.6666666666666665,-5.0,14.49526
-1.5656565656565657,-5.0,13.22341
-1.4646464646464645,-5.0,12.076552
-1.3636363636363638,-5.0,10.96883
-1.2626262626262625,-5.0,9.854385
-1.1616161616161618,-5.0,8.728316
-1.0606060606060606,-5.0,7.617505
-0.9595959595959593,-5.0,6.568607
-0.858585858585859,-5.0,5.6304092
-0.7575757575757578,-5.0,4.8289213
-0.6565656565656566,-5.0,4.1541
-0.5555555555555554,-5.0,3.582405
-0.45454545454545503,-5.0,3.1193779
-0.3535353535353538,-5.0,2.8114293
-0.2525252525252526,-5.0,2.7098475
-0.15151515151515138,-5.0,2.8322825
-0.050505050505050164,-5.0,3.1631954
0.050505050505050164,-5.0,3.6753905
0.15151515151515138,-5.0,4.3371334
0.2525252525252526,-5.0,5.1079683
0.3535353535353538,-5.0,5.941738
0.45454545454545414,-5.0,6.7943954
0.5555555555555554,-5.0,7.6260304
0.6565656565656566,-5.0,8.406015
0.7575757575757578,-5.0,9.120329
0.8585858585858581,-5.0,9.764006
0.9595959595959593,-5.0,10.333797
1.0606060606060606,-5.0,10.849543
1.1616161616161618,-5.0,11.376515
1.262626262626262,-5.0,11.994289
1.3636363636363633,-5.0,12.732716
1.4646464646464645,-5.0,13.553545
1.5656565656565657,-5.0,14.393547
1.666666666666667,-5.0,15.212113
1.7676767676767673,-5.0,16.001526
1.8686868686868685,-5.0,16.768578
1.9696969696969697,-5.0,17.51681
2.070707070707071,-5.0,18.246542
2.1717171717171713,-5.0,18.967495
2.2727272727272725,-5.0,19.709177
2.3737373737373737,-5.0,20.51967
2.474747474747475,-5.0,21.453821
2.5757575757575752,-5.0,22.556332
2.6767676767676765,-5.0,23.846733
2.7777777777777777,-5.0,25.313755
2.878787878787879,-5.0,26.923405
2.9797979797979792,-5.0,28.6359
3.0808080808080813,-5.0,30.419888
3.1818181818181817,-5.0,32.25721
3.282828282828282,-5.0,34.14013
3.383838383838384,-5.0,36.067135
3.4848484848484844,-5.0,38.041786
3.5858585858585865,-5.0,40.074127
3.686868686868687,-5.0,42.18282
3.787878787878787,-5.0,44.39446
3.8888888888888893,-5.0,46.736282
3.9898989898989896,-5.0,49.223263
4.09090909090909,-5.0,51.84747
4.191919191919192,-5.0,54.578743
4.292929292929292,-5.0,57.377613
4.3939393939393945,-5.0,60.210617
4.494949494949495,-5.0,63.05765
