x1,x2,NN Output
-5.0,-5.0,94.30125
-4.898989898989899,-5.0,91.295006
-4.797979797979798,-5.0,88.299034
-4.696969696969697,-5.0,85.31747
-4.595959595959596,-5.0,82.35538
-4.494949494949495,-5.0,79.41863
-4.393939393939394,-5.0,76.51394
-4.292929292929293,-5.0,73.64833
-4.191919191919192,-5.0,70.82934
-4.090909090909091,-5.0,68.06443
-3.9898989898989896,-5.0,65.36093
-3.888888888888889,-5.0,62.7257
-3.787878787878788,-5.0,60.164803
-3.686868686868687,-5.0,57.68317
-3.5858585858585856,-5.0,55.284233
-3.484848484848485,-5.0,52.96941
-3.383838383838384,-5.0,50.73754
-3.282828282828283,-5.0,48.583973
-3.1818181818181817,-5.0,46.499535
-3.080808080808081,-5.0,44.47136
-2.9797979797979797,-5.0,42.487934
-2.878787878787879,-5.0,40.54904
-2.7777777777777777,-5.0,38.67402
-2.676767676767677,-5.0,36.896526
-2.5757575757575757,-5.0,35.242893
-2.474747474747475,-5.0,33.71151
-2.3737373737373737,-5.0,32.276173
-2.272727272727273,-5.0,30.912434
-2.1717171717171717,-5.0,29.619373
-2.070707070707071,-5.0,28.416948
-1.9696969696969697,-5.0,27.325735
-1.868686868686869,-5.0,26.349874
-1.7676767676767677,-5.0,25.473997
-1.6666666666666665,-5.0,24.669506
-1.5656565656565657,-5.0,23.902233
-1.4646464646464645,-5.0,23.138689
-1.3636363636363638,-5.0,22.351398
-1.2626262626262625,-5.0,21.523312
-1.1616161616161618,-5.0,20.650087
-1.0606060606060606,-5.0,19.737915
-0.9595959595959593,-5.0,18.796438
-0.858585858585859,-5.0,17.831102
-0.7575757575757578,-5.0,16.842388
-0.6565656565656566,-5.0,15.833239
-0.5555555555555554,-5.0,14.817188
-0.45454545454545503,-5.0,13.820992
-0.3535353535353538,-5.0,12.881649
-0.2525252525252526,-5.0,12.039524
-0.15151515151515138,-5.0,11.328663
-0.050505050505050164,-5.0,10.769224
0.050505050505050164,-5.0,10.36658
0.15151515151515138,-5.0,10.116013
0.2525252525252526,-5.0,10.00742
0.3535353535353538,-5.0,10.025946
0.45454545454545414,-5.0,10.149341
0.5555555555555554,-5.0,10.346796
0.6565656565656566,-5.0,10.584321
0.7575757575757578,-5.0,10.836023
0.8585858585858581,-5.0,11.093832
0.9595959595959593,-5.0,11.367774
1.0606060606060606,-5.0,11.676434
1.1616161616161618,-5.0,12.035031
1.262626262626262,-5.0,12.449477
1.3636363636363633,-5.0,12.918343
1.4646464646464645,-5.0,13.436695
1.5656565656565657,-5.0,13.995899
1.666666666666667,-5.0,14.580121
1.7676767676767673,-5.0,15.165246
1.8686868686868685,-5.0,15.723613
1.9696969696969697,-5.0,16.233168
2.070707070707071,-5.0,16.686502
2.1717171717171713,-5.0,17.094969
2.2727272727272725,-5.0,17.48539
2.3737373737373737,-5.0,17.890905
2.474747474747475,-5.0,18.34019
2.5757575757575752,-5.0,18.850544
2.6767676767676765,-5.0,19.426767
2.7777777777777777,-5.0,20.064943
2.878787878787879,-5.0,20.757524
2.9797979797979792,-5.0,21.497381
3.0808080808080813,-5.0,22.27962
3.1818181818181817,-5.0,23.10191
3.282828282828282,-5.0,23.9639
3.383838383838384,-5.0,24.866577
3.4848484848484844,-5.0,25.811588
3.5858585858585865,-5.0,26.80057
3.686868686868687,-5.0,27.834415
3.787878787878787,-5.0,28.912699
3.8888888888888893,-5.0,30.03332
3.9898989898989896,-5.0,31.192354
4.09090909090909,-5.0,32.38439
4.191919191919192,-5.0,33.60299
4.292929292929292,-5.0,34.84146
4.3939393939393945,-5.0,36.09363
4.494949494949495,-5.0,37.354603
4.595959595959595,-5.0,38.621197
4.696969696969697,-5.0,39.892403
4.797979797979798,-5.0,41.16929
4.8989898989899,-5.0,42.45475
5.0,-5.0,43.753017
-5.0,-4.898989898989899,95.113686
-4.898989898989899,-4.898989898989899,92.09434
-4.797979797979798,-4.898989898989899,89.08204
-4.696969696969697,-4.898989898989899,86.080246
-4.595959595959596,-4.898989898989899,83.09342
-4.494949494949495,-4.898989898989899,80.12689
-4.393939393939394,-4.898989898989899,77.186966
-4.292929292929293,-4.898989898989899,74.28047
-4.191919191919192,-4.898989898989899,71.41483
-4.090909090909091,-4.898989898989899,68.597694
-3.9898989898989896,-4.898989898989899,65.83667
-3.888888888888889,-4.898989898989899,63.139214
-3.787878787878788,-4.898989898989899,60.512142
-3.686868686868687,-4.898989898989899,57.961422
-3.5858585858585856,-4.898989898989899,55.49174
-3.484848484848485,-4.898989898989899,53.106087
-3.383838383838384,-4.898989898989899,50.80512
-3.282828282828283,-4.898989898989899,48.586296
-3.1818181818181817,-4.898989898989899,46.442707
-3.080808080808081,-4.898989898989899,44.362755
-2.9797979797979797,-4.898989898989899,42.33392
