x1,x2,NN Output
-5.0,-5.0,236.17165
-4.898989898989899,-5.0,229.43996
-4.797979797979798,-5.0,222.67749
-4.696969696969697,-5.0,215.88127
-4.595959595959596,-5.0,209.0468
-4.494949494949495,-5.0,202.16824
-4.393939393939394,-5.0,195.2397
-4.292929292929293,-5.0,188.25604
-4.191919191919192,-5.0,181.21461
-4.090909090909091,-5.0,174.11557
-3.9898989898989896,-5.0,166.9629
-3.888888888888889,-5.0,159.76364
-3.787878787878788,-5.0,152.52728
-3.686868686868687,-5.0,145.2648
-3.5858585858585856,-5.0,137.98802
-3.484848484848485,-5.0,130.70888
-3.383838383838384,-5.0,123.44002
-3.282828282828283,-5.0,116.195206
-3.1818181818181817,-5.0,108.98983
-3.080808080808081,-5.0,101.8417
-2.9797979797979797,-5.0,94.77113
-2.878787878787879,-5.0,87.80133
-2.7777777777777777,-5.0,80.958084
-2.676767676767677,-5.0,74.267494
-2.5757575757575757,-5.0,67.740814
-2.474747474747475,-5.0,61.368572
-2.3737373737373737,-5.0,55.253452
-2.272727272727273,-5.0,49.714115
-2.1717171717171717,-5.0,44.978832
-2.070707070707071,-5.0,40.974014
-1.9696969696969697,-5.0,37.50148
-1.868686868686869,-5.0,34.413124
-1.7676767676767677,-5.0,31.631134
-1.6666666666666665,-5.0,29.088047
-1.5656565656565657,-5.0,26.691221
-1.4646464646464645,-5.0,24.339373
-1.3636363636363638,-5.0,21.960026
-1.2626262626262625,-5.0,19.53925
-1.1616161616161618,-5.0,17.133585
-1.0606060606060606,-5.0,14.859025
-0.9595959595959593,-5.0,12.8476925
-0.858585858585859,-5.0,11.184111
-0.7575757575757578,-5.0,9.867125
-0.6565656565656566,-5.0,8.825888
-0.5555555555555554,-5.0,7.968412
-0.45454545454545503,-5.0,7.229025
-0.3535353535353538,-5.0,6.6010766
-0.2525252525252526,-5.0,6.145241
-0.15151515151515138,-5.0,5.9552193
-0.050505050505050164,-5.0,6.093853
0.050505050505050164,-5.0,6.555013
0.15151515151515138,-5.0,7.2746854
0.2525252525252526,-5.0,8.160133
0.3535353535353538,-5.0,9.110604
0.45454545454545414,-5.0,10.036938
0.5555555555555554,-5.0,10.886164
0.6565656565656566,-5.0,11.647246
0.7575757575757578,-5.0,12.323959
0.8585858585858581,-5.0,12.91196
0.9595959595959593,-5.0,13.419253
1.0606060606060606,-5.0,13.8989725
1.1616161616161618,-5.0,14.432209
1.262626262626262,-5.0,15.0765295
1.3636363636363633,-5.0,15.8444805
1.4646464646464645,-5.0,16.71643
1.5656565656565657,-5.0,17.653791
1.666666666666667,-5.0,18.607986
1.7676767676767673,-5.0,19.534647
1.8686868686868685,-5.0,20.409386
1.9696969696969697,-5.0,21.235739
2.070707070707071,-5.0,22.04368
2.1717171717171713,-5.0,22.881784
2.2727272727272725,-5.0,23.80533
2.3737373737373737,-5.0,24.862255
2.474747474747475,-5.0,26.080143
2.5757575757575752,-5.0,27.45991
2.6767676767676765,-5.0,28.98015
2.7777777777777777,-5.0,30.609312
2.878787878787879,-5.0,32.317795
2.9797979797979792,-5.0,34.08484
3.0808080808080813,-5.0,35.90071
3.1818181818181817,-5.0,37.767765
3.282828282828282,-5.0,39.70068
3.383838383838384,-5.0,41.72444
3.4848484848484844,-5.0,43.867462
3.5858585858585865,-5.0,46.15113
3.686868686868687,-5.0,48.58
3.787878787878787,-5.0,51.13916
3.8888888888888893,-5.0,53.801014
3.9898989898989896,-5.0,56.53702
4.09090909090909,-5.0,59.325848
4.191919191919192,-5.0,62.153942
4.292929292929292,-5.0,65.01166
4.3939393939393945,-5.0,67.889656
4.494949494949495,-5.0,70.7783
4.595959595959595,-5.0,73.66908
4.696969696969697,-5.0,76.55596
4.797979797979798,-5.0,79.43635
4.8989898989899,-5.0,82.311264
5.0,-5.0,85.18485
-5.0,-4.898989898989899,236.92188
-4.898989898989899,-4.898989898989899,230.20392
-4.797979797979798,-4.898989898989899,223.45335
-4.696969696969697,-4.898989898989899,216.66818
-4.595959595959596,-4.898989898989899,209.84483
-4.494949494949495,-4.898989898989899,202.97806
-4.393939393939394,-4.898989898989899,196.06165
-4.292929292929293,-4.898989898989899,189.08963
-4.191919191919192,-4.898989898989899,182.0576
-4.090909090909091,-4.898989898989899,174.96361
-3.9898989898989896,-4.898989898989899,167.8094
-3.888888888888889,-4.898989898989899,160.60028
-3.787878787878788,-4.898989898989899,153.34454
-3.686868686868687,-4.898989898989899,146.05296
-3.5858585858585856,-4.898989898989899,138.73735
-3.484848484848485,-4.898989898989899,131.41026
-3.383838383838384,-4.898989898989899,124.08484
-3.282828282828283,-4.898989898989899,116.7752
-3.1818181818181817,-4.898989898989899,109.49726
-3.080808080808081,-4.898989898989899,102.26933
