x1,x2,NN Output
-10.0,-10.0,51.92791
-9.797979797979798,-10.0,50.659607
-9.595959595959595,-10.0,49.41559
-9.393939393939394,-10.0,48.19632
-9.191919191919192,-10.0,47.00221
-8.98989898989899,-10.0,45.83366
-8.787878787878787,-10.0,44.691036
-8.585858585858587,-10.0,43.57467
-8.383838383838384,-10.0,42.4849
-8.181818181818182,-10.0,41.42194
-7.979797979797979,-10.0,40.38609
-7.777777777777778,-10.0,39.3775
-7.575757575757576,-10.0,38.39634
-7.373737373737374,-10.0,37.442764
-7.171717171717171,-10.0,36.516838
-6.96969696969697,-10.0,35.61865
-6.767676767676768,-10.0,34.748207
-6.565656565656566,-10.0,33.905525
-6.363636363636363,-10.0,33.090565
-6.161616161616162,-10.0,32.303276
-5.959595959595959,-10.0,31.543602
-5.757575757575758,-10.0,30.811401
-5.555555555555555,-10.0,30.106583
-5.353535353535354,-10.0,29.429005
-5.151515151515151,-10.0,28.778526
-4.94949494949495,-10.0,28.154976
-4.747474747474747,-10.0,27.558186
-4.545454545454546,-10.0,26.987972
-4.343434343434343,-10.0,26.444191
-4.141414141414142,-10.0,25.926632
-3.9393939393939394,-10.0,25.435112
-3.737373737373738,-10.0,24.969463
-3.5353535353535355,-10.0,24.52951
-3.333333333333333,-10.0,24.115097
-3.1313131313131315,-10.0,23.726048
-2.929292929292929,-10.0,23.362232
-2.7272727272727275,-10.0,23.023502
-2.525252525252525,-10.0,22.709728
-2.3232323232323235,-10.0,22.4208
-2.121212121212121,-10.0,22.156612
-1.9191919191919187,-10.0,21.917084
-1.717171717171718,-10.0,21.702148
-1.5151515151515156,-10.0,21.51173
-1.3131313131313131,-10.0,21.345798
-1.1111111111111107,-10.0,21.204323
-0.9090909090909101,-10.0,21.087273
-0.7070707070707076,-10.0,20.994675
-0.5050505050505052,-10.0,20.926498
-0.30303030303030276,-10.0,20.882793
-0.10101010101010033,-10.0,20.863567
0.10101010101010033,-10.0,20.868881
0.30303030303030276,-10.0,20.898785
0.5050505050505052,-10.0,20.9533
0.7070707070707076,-10.0,21.032524
