Iteration,Time (s),x_1,x_2,y_val (real)
1,0.0,7.010000228881836,1.190000057220459,10629.431640625
2,17.493999481201172,7.019886493682861,1.180017352104187,8478.03125
3,35.74958062171936,7.029799461364746,1.1700081825256348,7310.33984375
4,53.66286110877991,7.039754867553711,1.1599631309509277,6114.318359375
