Iteration,Time (s),x_1,x_2,y_val (real)
27,71.56078600883484,-1.096236228942871,-0.5976201295852661,-0.5794239044189453
28,74.35186195373535,-1.098358154296875,-0.584679365158081,-0.5891445875167847
29,77.16597986221313,-1.097688913345337,-0.5747543573379517,-0.5902434587478638
30,79.67710304260254,-1.0980381965637207,-0.5655366778373718,-0.5841842293739319
31,82.3381130695343,-1.0969759225845337,-0.5586522221565247,-0.5818192362785339
32,84.75655198097229,-1.096359133720398,-0.552826464176178,-0.583408772945404
33,87.23942303657532,-1.0958702564239502,-0.5476282835006714,-0.6003420948982239
34,89.82791090011597,-1.0943928956985474,-0.5434481501579285,-0.5952750444412231
35,92.23946118354797,-1.0947846174240112,-0.5397486090660095,-0.5958749651908875
36,94.71533489227295,-1.09261155128479,-0.537653386592865,-0.5925027132034302
37,97.00671601295471,-1.0940093994140625,-0.5347484350204468,-0.5993707180023193
38,99.45433115959167,-1.091033935546875,-0.5335950255393982,-0.5870447754859924
39,101.81657695770264,-1.0888570547103882,-0.5333648324012756,-0.579479992389679
40,104.43341898918152,-1.087571382522583,-0.5337860584259033,-0.5794631838798523
41,106.65721702575684,-1.086824893951416,-0.5333961844444275,-0.5862200856208801
42,109.19412088394165,-1.087468147277832,-0.532191812992096,-0.5911017656326294
43,111.76529502868652,-1.085733413696289,-0.5326504707336426,-0.6001029014587402
44,114.31225609779358,-1.08626127243042,-0.5321744084358215,-0.5860657691955566
45,116.62728714942932,-1.082395076751709,-0.5319899320602417,-0.583564817905426
46,119.22054505348206,-1.084775686264038,-0.5312195420265198,-0.6073250770568848
47,122.07483220100403,-1.083563208580017,-0.5304701328277588,-0.5841560959815979
48,124.34954690933228,-1.0827291011810303,-0.5300278067588806,-0.6141113638877869
49,126.53182315826416,-1.0810438394546509,-0.5303099155426025,-0.5999285578727722
50,129.1844301223755,-1.0813007354736328,-0.5302152633666992,-0.5910001993179321
51,131.68991589546204,-1.0820649862289429,-0.5298178791999817,-0.6073230504989624
52,134.19412803649902,-1.0809075832366943,-0.5289698839187622,-0.5806068181991577
53,136.62942695617676,-1.0804498195648193,-0.5290379524230957,-0.5562158226966858
54,138.90704202651978,-1.0823595523834229,-0.5279384255409241,-0.6118128895759583
55,140.9539589881897,-1.0774905681610107,-0.528546154499054,-0.6073830723762512
56,143.49856901168823,-1.079360842704773,-0.5276726484298706,-0.593805730342865
57,145.81082701683044,-1.0800297260284424,-0.526839017868042,-0.5704025626182556
58,148.40430903434753,-1.0782418251037598,-0.5271714329719543,-0.5855163931846619
59,150.4911448955536,-1.0789265632629395,-0.52774977684021,-0.596078097820282
60,152.66002798080444,-1.0804976224899292,-0.527755618095398,-0.5902777910232544
61,154.7924919128418,-1.0756430625915527,-0.5290387272834778,-0.6004155874252319
62,156.97684502601624,-1.0782930850982666,-0.5282019376754761,-0.5861564874649048
63,159.87587714195251,-1.0794299840927124,-0.5272525548934937,-0.6057328581809998
64,162.1986141204834,-1.0783942937850952,-0.5276666879653931,-0.6042423844337463
65,164.1335859298706,-1.0770553350448608,-0.5272290706634521,-0.5973048806190491
66,166.139386177063,-1.0784645080566406,-0.5271388292312622,-0.5927005410194397
67,168.57773208618164,-1.076431155204773,-0.5274168252944946,-0.611634373664856
68,170.8642659187317,-1.0780467987060547,-0.5273893475532532,-0.5915897488594055
69,173.07989978790283,-1.0761072635650635,-0.5280406475067139,-0.5871289968490601
70,175.57031917572021,-1.0791668891906738,-0.5280910134315491,-0.6137229204177856
71,180.05145001411438,-1.0763899087905884,-0.5297372937202454,-0.5798154473304749
72,183.45886898040771,-1.074773907661438,-0.5312086939811707,-0.5743200182914734
73,186.02951097488403,-1.0737812519073486,-0.5320720672607422,-0.5856422185897827
74,188.64795804023743,-1.076112151145935,-0.5319529175758362,-0.5865492224693298
75,190.94969296455383,-1.0791380405426025,-0.5303192138671875,-0.591377854347229
76,193.66841197013855,-1.0769481658935547,-0.5313292741775513,-0.5986720323562622
77,196.16074895858765,-1.076308012008667,-0.5320571064949036,-0.5868895053863525
78,198.82764220237732,-1.0759146213531494,-0.532153308391571,-0.5701259970664978
79,201.24815106391907,-1.076163649559021,-0.5317597389221191,-0.5861477851867676
80,203.98184394836426,-1.0738706588745117,-0.53261798620224,-0.5837404131889343
81,206.51420211791992,-1.0760418176651,-0.5315163135528564,-0.5762532353401184
82,209.23416900634766,-1.0780047178268433,-0.5312761068344116,-0.590549886226654
83,211.95709800720215,-1.078548789024353,-0.5306921005249023,-0.5889459848403931
84,214.70461583137512,-1.07719886302948,-0.5312245488166809,-0.5770293474197388
85,217.94489693641663,-1.0773534774780273,-0.5308346152305603,-0.5961502194404602
86,221.00381112098694,-1.0767637491226196,-0.530511200428009,-0.5845624208450317
87,224.08091497421265,-1.0787569284439087,-0.5307461023330688,-0.5670514702796936
88,226.81974291801453,-1.0780856609344482,-0.5307638645172119,-0.5898615121841431
89,230.3428018093109,-1.0818191766738892,-0.5282344818115234,-0.603327214717865
90,233.507071018219,-1.07872474193573,-0.5283100605010986,-0.5877503752708435
91,236.63596200942993,-1.0790624618530273,-0.5276223421096802,-0.611419677734375
92,239.4085350036621,-1.0789809226989746,-0.5278152227401733,-0.5791898369789124
93,242.84955382347107,-1.079233169555664,-0.5277020931243896,-0.6069159507751465
94,245.81886792182922,-1.0794185400009155,-0.5267456769943237,-0.5762578248977661
95,247.98323607444763,-1.0796337127685547,-0.5277358293533325,-0.5949518084526062
96,250.1743140220642,-1.0781644582748413,-0.5282474160194397,-0.5681735277175903
97,252.3729588985443,-1.0815386772155762,-0.5273600220680237,-0.6014492511749268
98,254.35211300849915,-1.0784214735031128,-0.5280526876449585,-0.5868314504623413
99,256.54444909095764,-1.0781989097595215,-0.5281783938407898,-0.5701451301574707
100,259.0209810733795,-1.079047679901123,-0.5274960398674011,-0.5833209753036499
